,Id,Student_id,Professor_id,Area,Title
227,228,3084,155,Human Computer Interaction,Human Computer Interaction 51
228,229,338,96,Drivers,Drivers 36
229,230,2779,82,Grid Computing,Grid Computing 100
230,231,6856,192,CPU Analysis,CPU Analysis 51
231,232,2266,165,Cluster Computing,Cluster Computing 27
232,233,849,176,Unity Games,Unity Games 8
233,234,2198,76,Artifficial Intelligence,Artifficial Intelligence 50
234,235,608,19,Modelling,Modelling 64
235,236,7280,72,Unity Games,Unity Games 77
236,237,365,197,Machine Learning,Machine Learning 83
237,238,999,22,NLP,NLP 94
238,239,9591,168,Compilers,Compilers 75
239,240,865,151,NLP,NLP 8
240,241,1188,123,Human Computer Interaction,Human Computer Interaction 21
241,242,1100,198,Semantic Web,Semantic Web 45
242,243,506,120,Machine Learning,Machine Learning 18
243,244,4740,95,Artifficial Intelligence,Artifficial Intelligence 9
244,245,2662,49,Modelling,Modelling 97
245,246,8910,4,Compilers,Compilers 50
246,247,5733,12,Modelling,Modelling 80
247,248,5735,187,Autonomus Multi-Robot,Autonomus Multi-Robot 69
248,249,7865,158,Modelling,Modelling 51
249,250,1522,41,Animation,Animation 42
250,251,2330,42,CPU Analysis,CPU Analysis 4
251,252,933,147,Algorithms Analysis,Algorithms Analysis 52
252,253,2364,138,Machine Learning,Machine Learning 92
253,254,4781,56,Autonomus Multi-Robot,Autonomus Multi-Robot 23
254,255,205,127,Operating Systems,Operating Systems 7
255,256,2349,4,Drivers,Drivers 98
256,257,1582,120,Algorithms Analysis,Algorithms Analysis 25
257,258,3714,103,Semantic Web,Semantic Web 14
258,259,2225,143,CPU Analysis,CPU Analysis 89
259,260,5098,102,Memory Analysis,Memory Analysis 69
260,261,3179,190,Semantic Web,Semantic Web 24
261,262,6965,174,Autonomous Robotics,Autonomous Robotics 13
262,263,4056,100,Memory Analysis,Memory Analysis 71
263,264,7062,163,Cluster Computing,Cluster Computing 36
264,265,5595,150,Human Computer Interaction,Human Computer Interaction 100
265,266,5383,134,Memory Analysis,Memory Analysis 41
266,267,4549,6,Artifficial Intelligence,Artifficial Intelligence 57
267,268,6846,17,Cluster Computing,Cluster Computing 58
268,269,4939,63,Unity Games,Unity Games 99
269,270,6011,68,Semantic Web,Semantic Web 51
270,271,516,111,Memory Analysis,Memory Analysis 49
271,272,1157,195,CPU Analysis,CPU Analysis 61
272,273,9191,123,NLP,NLP 91
273,274,155,17,Big Data,Big Data 38
274,275,6842,94,NLP,NLP 15
275,276,8963,127,Operating Systems,Operating Systems 83
276,277,3131,21,NLP,NLP 23
277,278,3933,47,Security,Security 25
278,279,9774,56,Autonomus Multi-Robot,Autonomus Multi-Robot 17
279,280,4860,76,Artifficial Intelligence,Artifficial Intelligence 2
280,281,5791,195,Memory Analysis,Memory Analysis 9
281,282,560,166,Memory Analysis,Memory Analysis 47
282,283,581,11,Big Data,Big Data 59
283,284,8811,3,Operating Systems,Operating Systems 7
284,285,8089,123,Semantic Web,Semantic Web 41
285,286,701,17,Big Data,Big Data 9
286,287,1101,69,Compilers,Compilers 19
287,288,3037,89,Modelling,Modelling 65
288,289,9176,193,Security,Security 72
289,290,8789,24,Containers,Containers 85
290,291,2021,98,Semantic Web,Semantic Web 77
291,292,7684,90,Operating Systems,Operating Systems 19
292,293,9041,109,Artifficial Intelligence,Artifficial Intelligence 73
293,294,8474,82,Containers,Containers 62
294,295,1375,63,Unity Games,Unity Games 86
295,296,546,151,NLP,NLP 9
296,297,46,17,Big Data,Big Data 89
297,298,4505,116,NLP,NLP 13
298,299,864,176,Animation,Animation 36
299,300,5867,1,Security,Security 85
300,301,7287,62,Autonomous Robotics,Autonomous Robotics 68
301,302,4732,53,Grid Computing,Grid Computing 25
302,303,1084,71,Artifficial Intelligence,Artifficial Intelligence 48
303,304,5834,144,Animation,Animation 59
304,305,9370,196,Autonomus Multi-Robot,Autonomus Multi-Robot 66
305,306,8142,50,Human Computer Interaction,Human Computer Interaction 94
306,307,7619,149,Autonomus Multi-Robot,Autonomus Multi-Robot 49
307,308,3829,78,Autonomous Robotics,Autonomous Robotics 25
308,309,3086,67,Human Computer Interaction,Human Computer Interaction 99
309,310,7466,110,Algorithms Analysis,Algorithms Analysis 64
310,311,894,190,Human Computer Interaction,Human Computer Interaction 52
311,312,1003,21,NLP,NLP 87
312,313,1189,6,Algorithms Analysis,Algorithms Analysis 58
313,314,9554,169,Autonomus Multi-Robot,Autonomus Multi-Robot 67
314,315,2024,195,Memory Analysis,Memory Analysis 38
315,316,2119,146,Security,Security 75
316,317,6738,200,Autonomus Multi-Robot,Autonomus Multi-Robot 4
317,318,863,53,Containers,Containers 13
318,319,7188,168,Drivers,Drivers 32
319,320,7509,137,Autonomus Multi-Robot,Autonomus Multi-Robot 8
320,321,5512,116,Human Computer Interaction,Human Computer Interaction 71
321,322,172,100,Memory Analysis,Memory Analysis 95
322,323,1337,98,NLP,NLP 36
323,324,6159,102,Memory Analysis,Memory Analysis 22
324,325,7581,84,Memory Analysis,Memory Analysis 18
325,326,7902,55,Human Computer Interaction,Human Computer Interaction 55
326,327,837,191,Unity Games,Unity Games 6
327,328,5935,60,Autonomus Multi-Robot,Autonomus Multi-Robot 63
328,329,43,136,CPU Analysis,CPU Analysis 66
329,330,8003,102,Memory Analysis,Memory Analysis 41
330,331,377,200,Autonomous Robotics,Autonomous Robotics 18
331,332,9261,176,Unity Games,Unity Games 83
332,333,214,111,Memory Analysis,Memory Analysis 47
333,334,5169,187,Autonomous Robotics,Autonomous Robotics 44
334,335,2896,78,Autonomus Multi-Robot,Autonomus Multi-Robot 43
335,336,5779,121,Machine Learning,Machine Learning 88
336,337,8537,168,Compilers,Compilers 52
337,338,6679,199,Unity Games,Unity Games 83
338,339,4678,21,Human Computer Interaction,Human Computer Interaction 39
339,340,508,130,Compilers,Compilers 64
340,341,2126,29,Autonomous Robotics,Autonomous Robotics 89
341,342,9747,63,Unity Games,Unity Games 54
342,343,9372,173,Big Data,Big Data 95
343,344,1889,199,Unity Games,Unity Games 38
344,345,4459,64,Autonomus Multi-Robot,Autonomus Multi-Robot 9
345,346,9341,150,NLP,NLP 70
346,347,1367,40,NLP,NLP 28
347,348,8124,67,NLP,NLP 58
348,349,7356,86,Memory Analysis,Memory Analysis 60
349,350,723,110,Artifficial Intelligence,Artifficial Intelligence 33
350,351,868,119,NLP,NLP 31
351,352,6938,145,Algorithms Analysis,Algorithms Analysis 60
352,353,9442,125,Memory Analysis,Memory Analysis 12
353,354,6511,195,CPU Analysis,CPU Analysis 6
354,355,2983,134,Memory Analysis,Memory Analysis 60
355,356,8504,133,NLP,NLP 24
356,357,6896,29,Autonomous Robotics,Autonomous Robotics 86
357,358,7931,128,Semantic Web,Semantic Web 60
358,359,3896,92,Autonomus Multi-Robot,Autonomus Multi-Robot 75
359,360,225,138,Artifficial Intelligence,Artifficial Intelligence 68
360,361,2694,61,Algorithms Analysis,Algorithms Analysis 12
361,362,7691,141,Memory Analysis,Memory Analysis 52
362,363,4927,72,Unity Games,Unity Games 96
363,364,98,14,Security,Security 93
364,365,2077,147,Algorithms Analysis,Algorithms Analysis 42
365,366,1810,113,Security,Security 70
366,367,9518,68,Human Computer Interaction,Human Computer Interaction 68
367,368,9754,83,CPU Analysis,CPU Analysis 96
368,369,9713,120,Algorithms Analysis,Algorithms Analysis 50
369,370,3427,145,Algorithms Analysis,Algorithms Analysis 92
370,371,6707,46,Memory Analysis,Memory Analysis 88
371,372,2237,99,Autonomous Robotics,Autonomous Robotics 74
372,373,1459,174,Autonomous Robotics,Autonomous Robotics 75
373,374,6940,36,Autonomous Robotics,Autonomous Robotics 86
374,375,9725,47,Security,Security 37
375,376,4047,78,Autonomus Multi-Robot,Autonomus Multi-Robot 34
376,377,3241,159,Memory Analysis,Memory Analysis 89
377,378,7586,98,Semantic Web,Semantic Web 90
378,379,3272,128,Semantic Web,Semantic Web 70
379,380,1681,156,Human Computer Interaction,Human Computer Interaction 54
380,381,4867,50,Semantic Web,Semantic Web 25
381,382,2174,153,Artifficial Intelligence,Artifficial Intelligence 38
382,383,6851,41,Animation,Animation 57
383,384,4695,200,Autonomous Robotics,Autonomous Robotics 64
384,385,2535,120,Artifficial Intelligence,Artifficial Intelligence 81
385,386,8211,193,Operating Systems,Operating Systems 21
386,387,9651,29,Autonomus Multi-Robot,Autonomus Multi-Robot 57
387,388,4267,105,Big Data,Big Data 50
388,389,796,157,NLP,NLP 13
389,390,3141,142,Drivers,Drivers 60
390,391,6245,27,Autonomus Multi-Robot,Autonomus Multi-Robot 63
391,392,7841,186,Operating Systems,Operating Systems 33
392,393,9886,183,Algorithms Analysis,Algorithms Analysis 63
393,394,9172,98,Semantic Web,Semantic Web 88
394,395,4093,199,Animation,Animation 37
395,396,2518,180,Autonomous Robotics,Autonomous Robotics 85
396,397,1807,25,NLP,NLP 79
397,398,274,8,Artifficial Intelligence,Artifficial Intelligence 58
398,399,8977,13,Drivers,Drivers 43
399,400,3173,150,Semantic Web,Semantic Web 14
400,401,602,130,Operating Systems,Operating Systems 86
401,402,3549,125,CPU Analysis,CPU Analysis 46
402,403,3599,9,Memory Analysis,Memory Analysis 69
403,404,8146,105,Big Data,Big Data 44
404,405,3462,159,Memory Analysis,Memory Analysis 76
405,406,8333,142,Operating Systems,Operating Systems 3
406,407,7720,114,Grid Computing,Grid Computing 4
407,408,1119,51,Modelling,Modelling 58
408,409,1056,137,Autonomous Robotics,Autonomous Robotics 61
409,410,3786,72,Unity Games,Unity Games 96
410,411,4502,150,NLP,NLP 58
411,412,6387,110,Artifficial Intelligence,Artifficial Intelligence 38
412,413,4681,162,Security,Security 28
413,414,3785,68,NLP,NLP 22
414,415,8669,53,Containers,Containers 58
415,416,9594,154,Human Computer Interaction,Human Computer Interaction 25
416,417,9240,19,Animation,Animation 80
417,418,5458,196,Autonomous Robotics,Autonomous Robotics 15
418,419,700,60,Autonomous Robotics,Autonomous Robotics 1
419,420,7601,76,Artifficial Intelligence,Artifficial Intelligence 8
420,421,887,167,Autonomus Multi-Robot,Autonomus Multi-Robot 86
421,422,2562,102,Memory Analysis,Memory Analysis 30
422,423,8679,104,Semantic Web,Semantic Web 92
423,424,3474,52,Semantic Web,Semantic Web 50
424,425,363,169,Autonomous Robotics,Autonomous Robotics 92
425,426,3789,141,CPU Analysis,CPU Analysis 24
426,427,9889,161,Animation,Animation 87
427,428,7474,200,Autonomous Robotics,Autonomous Robotics 96
428,429,1885,188,Memory Analysis,Memory Analysis 54
429,430,3978,58,Big Data,Big Data 43
430,431,3869,72,Modelling,Modelling 81
431,432,1198,191,Unity Games,Unity Games 50
432,433,5916,115,Unity Games,Unity Games 73
433,434,2679,145,Artifficial Intelligence,Artifficial Intelligence 93
434,435,9166,141,Memory Analysis,Memory Analysis 64
435,436,8901,9,CPU Analysis,CPU Analysis 47
436,437,1227,113,Compilers,Compilers 99
437,438,1282,15,Unity Games,Unity Games 98
438,439,7718,34,Artifficial Intelligence,Artifficial Intelligence 34
439,440,1202,193,Operating Systems,Operating Systems 54
440,441,2188,66,Autonomus Multi-Robot,Autonomus Multi-Robot 2
441,442,5270,142,Operating Systems,Operating Systems 96
442,443,1079,39,Drivers,Drivers 92
443,444,7823,36,Autonomus Multi-Robot,Autonomus Multi-Robot 59
444,445,1326,101,Human Computer Interaction,Human Computer Interaction 51
445,446,4103,138,Algorithms Analysis,Algorithms Analysis 56
446,447,3150,182,Human Computer Interaction,Human Computer Interaction 84
447,448,7752,91,Human Computer Interaction,Human Computer Interaction 8
448,449,8725,34,Artifficial Intelligence,Artifficial Intelligence 36
449,450,1195,44,Animation,Animation 22
450,451,3816,77,Autonomus Multi-Robot,Autonomus Multi-Robot 8
451,452,7057,124,Autonomous Robotics,Autonomous Robotics 92
452,453,2756,51,Animation,Animation 95
453,454,1792,10,Memory Analysis,Memory Analysis 20
454,455,5121,80,Algorithms Analysis,Algorithms Analysis 36
455,456,6919,182,Semantic Web,Semantic Web 88
456,457,1677,23,Operating Systems,Operating Systems 70
457,458,4328,121,Artifficial Intelligence,Artifficial Intelligence 47
458,459,3066,120,Machine Learning,Machine Learning 25
459,460,5553,86,Memory Analysis,Memory Analysis 14
460,461,1421,135,Compilers,Compilers 7
461,462,756,71,Algorithms Analysis,Algorithms Analysis 100
462,463,8714,173,Grid Computing,Grid Computing 35
463,464,3964,2,Artifficial Intelligence,Artifficial Intelligence 99
464,465,88,125,CPU Analysis,CPU Analysis 31
465,466,3380,33,Operating Systems,Operating Systems 56
466,467,7910,169,Autonomus Multi-Robot,Autonomus Multi-Robot 43
467,468,983,100,Memory Analysis,Memory Analysis 46
468,469,6124,76,Machine Learning,Machine Learning 55
469,470,5586,125,CPU Analysis,CPU Analysis 53
470,471,3749,57,Containers,Containers 14
471,472,3438,168,Drivers,Drivers 70
472,473,9219,80,Algorithms Analysis,Algorithms Analysis 8
473,474,8557,19,Modelling,Modelling 87
474,475,3274,88,Semantic Web,Semantic Web 47
475,476,3216,198,NLP,NLP 35
476,477,3514,95,Machine Learning,Machine Learning 93
477,478,4937,53,Cluster Computing,Cluster Computing 100
478,479,5171,112,Autonomus Multi-Robot,Autonomus Multi-Robot 55
479,480,9860,37,CPU Analysis,CPU Analysis 35
480,481,3602,126,Memory Analysis,Memory Analysis 77
481,482,4190,145,Artifficial Intelligence,Artifficial Intelligence 64
482,483,7508,19,Animation,Animation 84
483,484,9675,67,NLP,NLP 16
484,485,1304,96,Compilers,Compilers 88
485,486,6382,72,Modelling,Modelling 18
486,487,7927,7,Cluster Computing,Cluster Computing 94
487,488,8344,83,Memory Analysis,Memory Analysis 22
488,489,6891,4,Compilers,Compilers 81
489,490,1634,191,Animation,Animation 10
490,491,679,123,NLP,NLP 30
491,492,2292,194,Grid Computing,Grid Computing 24
492,493,7556,184,Grid Computing,Grid Computing 42
493,494,9042,24,Big Data,Big Data 40
494,495,4868,119,Human Computer Interaction,Human Computer Interaction 36
495,496,4487,18,Compilers,Compilers 33
496,497,600,114,Grid Computing,Grid Computing 58
497,498,9801,11,Big Data,Big Data 8
498,499,8795,137,Autonomus Multi-Robot,Autonomus Multi-Robot 76
499,500,612,124,Autonomus Multi-Robot,Autonomus Multi-Robot 44
500,501,4716,175,Artifficial Intelligence,Artifficial Intelligence 65
501,502,3942,157,NLP,NLP 15
502,503,4079,118,Memory Analysis,Memory Analysis 52
503,504,4975,174,Autonomous Robotics,Autonomous Robotics 22
504,505,2011,160,Drivers,Drivers 70
505,506,2843,141,CPU Analysis,CPU Analysis 61
506,507,9419,9,Memory Analysis,Memory Analysis 100
507,508,8056,56,Autonomous Robotics,Autonomous Robotics 24
508,509,3920,99,Autonomus Multi-Robot,Autonomus Multi-Robot 58
509,510,2626,114,Cluster Computing,Cluster Computing 6
510,511,3615,95,Machine Learning,Machine Learning 24
511,512,930,3,Compilers,Compilers 45
512,513,2882,20,Unity Games,Unity Games 60
513,514,689,32,CPU Analysis,CPU Analysis 56
514,515,1706,9,CPU Analysis,CPU Analysis 3
515,516,3225,56,Autonomus Multi-Robot,Autonomus Multi-Robot 91
516,517,2893,30,Unity Games,Unity Games 3
517,518,5686,192,CPU Analysis,CPU Analysis 49
518,519,2400,192,CPU Analysis,CPU Analysis 47
519,520,4984,76,Algorithms Analysis,Algorithms Analysis 79
520,521,4282,188,CPU Analysis,CPU Analysis 75
521,522,9238,19,Modelling,Modelling 60
522,523,3592,15,Unity Games,Unity Games 89
523,524,9448,26,CPU Analysis,CPU Analysis 7
524,525,6277,67,Semantic Web,Semantic Web 72
525,526,2494,113,Security,Security 71
526,527,383,128,Semantic Web,Semantic Web 47
527,528,4836,94,NLP,NLP 43
528,529,5059,116,Semantic Web,Semantic Web 6
529,530,6225,16,Containers,Containers 100
530,531,8173,61,Artifficial Intelligence,Artifficial Intelligence 80
531,532,1532,54,Autonomus Multi-Robot,Autonomus Multi-Robot 81
532,533,7200,198,Human Computer Interaction,Human Computer Interaction 60
533,534,1552,39,Drivers,Drivers 25
534,535,4375,178,Autonomous Robotics,Autonomous Robotics 13
535,536,6769,44,Modelling,Modelling 73
536,537,9079,30,Unity Games,Unity Games 73
